e,n,d
15.0,5.0,133
15.0,5.0,134
15.0,5.0,135
15.0,5.0,136
15.0,5.0,137
15.0,5.0,138
15.0,5.0,139
15.0,5.0,140
15.0,5.0,141
15.0,5.0,142
15.0,5.0,143
15.0,5.0,144
15.0,5.0,145
15.0,5.0,146
15.0,5.0,147
15.0,5.0,148
15.0,5.0,149
15.0,5.0,150
15.0,5.0,151
15.0,5.0,152
15.0,5.0,153
15.0,5.0,154
15.0,5.0,155
15.0,5.0,156
15.0,5.0,157
15.0,5.0,158
15.0,5.0,159
15.0,5.0,160
15.0,5.0,161
15.0,5.0,162
15.0,5.0,163
15.0,5.0,164
15.0,5.0,165
15.0,5.0,166
15.0,5.0,167
15.0,5.0,168
15.0,5.0,169
15.0,5.0,170
15.0,5.0,171
15.0,5.0,172
15.0,5.0,173
15.0,5.0,174
15.0,5.0,175
15.0,5.0,176
15.0,5.0,177
15.0,5.0,178
15.0,5.0,179
15.0,5.0,180
15.0,5.0,181
15.0,5.0,182
15.0,5.0,183
15.0,5.0,184
15.0,5.0,185
15.0,5.0,186
15.0,5.0,187
15.0,5.0,188
15.0,5.0,189
15.0,5.0,190
15.0,5.0,191
15.0,5.0,192
15.0,5.0,193
15.0,5.0,194
15.0,5.0,195
15.0,5.0,196
15.0,5.0,197
15.0,5.0,198
15.0,5.0,199
15.0,5.0,200
15.0,5.0,201
15.0,5.0,202
15.0,5.0,203
15.0,5.0,204
15.0,5.0,205
15.0,5.0,206
15.0,5.0,207
15.0,5.0,208
15.0,5.0,209
15.0,5.0,210
15.0,5.0,211
15.0,5.0,212
15.0,5.0,213
15.0,5.0,214
15.0,5.0,215
15.0,5.0,216
15.0,5.0,217
15.0,5.0,218
15.0,5.0,219
15.0,5.0,220
15.0,5.0,221
15.0,5.0,222
15.0,5.0,223
15.0,5.0,224
15.0,5.0,225
15.0,5.0,226
15.0,5.0,227
15.0,5.0,228
15.0,5.0,229
15.0,5.0,230
15.0,5.0,231
15.0,5.0,232
15.0,5.0,233
15.0,5.0,234
15.0,5.0,235
15.0,5.0,236
15.0,5.0,237
15.0,5.0,238
15.0,5.0,239
15.0,5.0,240
15.0,5.0,241
15.0,5.0,242
15.0,5.0,243
15.0,5.0,244
15.0,5.0,245
15.0,5.0,246
15.0,5.0,247
15.0,5.0,248
15.0,5.0,249
15.0,5.0,250
15.0,5.0,251
15.0,5.0,252
15.0,5.0,253
15.0,5.0,254
15.0,5.0,255
15.0,5.0,256
15.0,5.0,257
15.0,5.0,258
15.0,5.0,259
15.0,5.0,260
15.0,5.0,261
15.0,5.0,262
15.0,5.0,263
15.0,5.0,264
15.0,5.0,265
15.0,5.0,266
15.0,5.0,267
15.0,5.0,268
15.0,5.0,269
15.0,5.0,270
15.0,5.0,271
15.0,5.0,272
15.0,5.0,273
15.0,5.0,274
15.0,5.0,275
15.0,5.0,276
15.0,5.0,277
15.0,5.0,278
15.0,5.0,279
15.0,5.0,280
15.0,5.0,281
15.0,5.0,282
15.0,5.0,283
15.0,5.0,284
15.0,5.0,285
15.0,5.0,286
15.0,5.0,287
15.0,5.0,288
15.0,5.0,289
15.0,5.0,290
15.0,5.0,291
15.0,5.0,292
15.0,5.0,293
15.0,5.0,294
15.0,5.0,295
15.0,5.0,296
15.0,5.0,297
15.0,5.0,298
15.0,5.0,299
15.0,5.0,300
15.0,5.0,301
15.0,5.0,302
15.0,5.0,303
15.0,5.0,304
15.0,5.0,305
15.0,5.0,306
15.0,5.0,307
15.0,5.0,308
15.0,5.0,309
15.0,5.0,310
15.0,5.0,311
15.0,5.0,312
15.0,5.0,313
15.0,5.0,314
15.0,5.0,315
15.0,5.0,316
15.0,5.0,317
15.0,5.0,318
15.0,5.0,319
15.0,5.0,320
15.0,5.0,321
15.0,5.0,322
15.0,5.0,323
15.0,5.0,324
15.0,5.0,325
15.0,5.0,326
15.0,5.0,327
15.0,5.0,328
15.0,5.0,329
15.0,5.0,330
15.0,5.0,331
15.0,5.0,332
15.0,5.0,333
15.0,5.0,334
15.0,5.0,335
15.0,5.0,336
15.0,5.0,337
15.0,5.0,338
15.0,5.0,339
15.0,5.0,340
15.0,5.0,341
15.0,5.0,342
15.0,5.0,343
15.0,5.0,344
15.0,5.0,345
15.0,5.0,346
15.0,5.0,347
15.0,5.0,348
15.0,5.0,349
15.0,5.0,350
15.0,5.0,351
15.0,5.0,352
15.0,5.0,353
15.0,5.0,354
15.0,5.0,355
15.0,5.0,356
15.0,5.0,357
15.0,5.0,358
15.0,5.0,359
15.0,5.0,360
15.0,5.0,361
15.0,5.0,362
15.0,5.0,363
15.0,5.0,364
15.0,5.0,365
15.0,5.0,366
15.0,5.0,367
15.0,5.0,368
15.0,5.0,369
15.0,5.0,370
15.0,5.0,371
15.0,5.0,372
15.0,5.0,373
15.0,5.0,374
15.0,5.0,375
15.0,5.0,376
15.0,5.0,377
15.0,5.0,378
15.0,5.0,379
15.0,5.0,380
15.0,5.0,381
15.0,5.0,382
15.0,5.0,383
15.0,5.0,384
15.0,5.0,385
15.0,5.0,386
15.0,5.0,387
15.0,5.0,388
15.0,5.0,389
15.0,5.0,390
15.0,5.0,391
15.0,5.0,392
15.0,5.0,393
15.0,5.0,394
15.0,5.0,395
15.0,5.0,396
15.0,5.0,397
15.0,5.0,398
15.0,5.0,399
15.0,5.0,400
15.0,5.0,401
15.0,5.0,402
15.0,5.0,403
15.0,5.0,404
15.0,5.0,405
15.0,5.0,406
15.0,5.0,407
15.0,5.0,408
15.0,5.0,409
15.0,5.0,410
15.0,5.0,411
15.0,5.0,412
15.0,5.0,413
15.0,5.0,414
15.0,5.0,415
15.0,5.0,416
15.0,5.0,417
15.0,5.0,418
15.0,5.0,419
15.0,5.0,420
15.0,5.0,421
15.0,5.0,422
15.0,5.0,423
15.0,5.0,424
15.0,5.0,425
15.0,5.0,426
15.0,5.0,427
15.0,5.0,428
15.0,5.0,429
15.0,5.0,430
15.0,5.0,431
15.0,5.0,432
15.0,5.0,433
15.0,5.0,434
15.0,5.0,435
15.0,5.0,436
15.0,5.0,437
15.0,5.0,438
15.0,5.0,439
15.0,5.0,440
15.0,5.0,441
15.0,5.0,442
15.0,5.0,443
15.0,5.0,444
15.0,5.0,445
15.0,5.0,446
15.0,5.0,447
15.0,5.0,448
15.0,5.0,449
15.0,5.0,450
15.0,5.0,451
15.0,5.0,452
15.0,5.0,453
15.0,5.0,454
15.0,5.0,455
15.0,5.0,456
15.0,5.0,457
15.0,5.0,458
15.0,5.0,459
15.0,5.0,460
15.0,5.0,461
15.0,5.0,462
15.0,5.0,463
15.0,5.0,464
15.0,5.0,465
15.0,5.0,466
15.0,5.0,467
15.0,5.0,468
15.0,5.0,469
15.0,5.0,470
15.0,5.0,471
15.0,5.0,472
15.0,5.0,473
15.0,5.0,474
15.0,5.0,475
15.0,5.0,476
15.0,5.0,477
15.0,5.0,478
15.0,5.0,479
15.0,5.0,480
15.0,5.0,481
15.0,5.0,482
15.0,5.0,483
15.0,5.0,484
15.0,5.0,485
15.0,5.0,486
15.0,5.0,487
15.0,5.0,488
15.0,5.0,489
15.0,5.0,490
15.0,5.0,491
15.0,5.0,492
15.0,5.0,493
15.0,5.0,494
15.0,5.0,495
15.0,5.0,496
15.0,5.0,497
15.0,5.0,498
15.0,5.0,499
15.0,5.0,500
15.0,5.0,501
15.0,5.0,502
15.0,5.0,503
15.0,5.0,504
15.0,5.0,505
15.0,5.0,506
15.0,5.0,507
15.0,5.0,508
15.0,5.0,509
15.0,5.0,510
15.0,5.0,511
15.0,5.0,512
15.0,5.0,513
15.0,5.0,514
15.0,5.0,515
15.0,5.0,516
15.0,5.0,517
15.0,5.0,518
15.0,5.0,519
15.0,5.0,520
15.0,5.0,521
15.0,5.0,522
15.0,5.0,523
15.0,5.0,524
15.0,5.0,525
15.0,5.0,526
15.0,5.0,527
15.0,5.0,528
15.0,5.0,529
15.0,5.0,530
15.0,5.0,531
15.0,5.0,532
15.0,5.0,533
15.0,5.0,534
15.0,5.0,535
15.0,5.0,536
15.0,5.0,537
15.0,5.0,538
15.0,5.0,539
15.0,5.0,540
15.0,5.0,541
15.0,5.0,542
15.0,5.0,543
15.0,5.0,544
15.0,5.0,545
15.0,5.0,546
15.0,5.0,547
15.0,5.0,548
15.0,5.0,549
15.0,5.0,550
15.0,5.0,551
15.0,5.0,552
15.0,5.0,553
15.0,5.0,554
15.0,5.0,555
15.0,5.0,556
15.0,5.0,557
15.0,5.0,558
15.0,5.0,559
15.0,5.0,560
15.0,5.0,561
15.0,5.0,562
15.0,5.0,563
15.0,5.0,564
15.0,5.0,565
15.0,5.0,566
15.0,5.0,567
15.0,5.0,568
15.0,5.0,569
15.0,5.0,570
15.0,5.0,571
15.0,5.0,572
15.0,5.0,573
15.0,5.0,574
15.0,5.0,575
15.0,5.0,576
15.0,5.0,577
15.0,5.0,578
15.0,5.0,579
15.0,5.0,580
15.0,5.0,581
15.0,5.0,582
15.0,5.0,583
15.0,5.0,584
15.0,5.0,585
15.0,5.0,586
15.0,5.0,587
15.0,5.0,588
15.0,5.0,589
15.0,5.0,590
15.0,5.0,591
15.0,5.0,592
15.0,5.0,593
15.0,5.0,594
15.0,5.0,595
15.0,5.0,596
15.0,5.0,597
15.0,5.0,598
15.0,5.0,599
15.0,5.0,600
15.0,5.0,601
15.0,5.0,602
15.0,5.0,603
15.0,5.0,604
15.0,5.0,605
15.0,5.0,606
15.0,5.0,607
15.0,5.0,608
15.0,5.0,609
15.0,5.0,610
15.0,5.0,611
15.0,5.0,612
15.0,5.0,613
15.0,5.0,614
15.0,5.0,615
15.0,5.0,616
15.0,5.0,617
15.0,5.0,618
15.0,5.0,619
15.0,5.0,620
15.0,5.0,621
15.0,5.0,622
15.0,5.0,623
15.0,5.0,624
15.0,5.0,625
15.0,5.0,626
15.0,5.0,627
15.0,5.0,628
15.0,5.0,629
15.0,5.0,630
15.0,5.0,631
15.0,5.0,632
15.0,5.0,633
15.0,5.0,634
15.0,5.0,635
15.0,5.0,636
15.0,5.0,637
15.0,5.0,638
15.0,5.0,639
15.0,5.0,640
15.0,5.0,641
15.0,5.0,642
15.0,5.0,643
15.0,5.0,644
15.0,5.0,645
15.0,5.0,646
15.0,5.0,647
15.0,5.0,648
15.0,5.0,649
15.0,5.0,650
15.0,5.0,651
15.0,5.0,652
15.0,5.0,653
15.0,5.0,654
15.0,5.0,655
15.0,5.0,656
15.0,5.0,657
15.0,5.0,658
15.0,5.0,659
15.0,5.0,660
15.0,5.0,661
15.0,5.0,662
15.0,5.0,663
15.0,5.0,664
15.0,5.0,665
15.0,5.0,666
15.0,5.0,667
15.0,5.0,668
15.0,5.0,669
15.0,5.0,670
15.0,5.0,671
15.0,5.0,672
15.0,5.0,673
15.0,5.0,674
15.0,5.0,675
15.0,5.0,676
15.0,5.0,677
15.0,5.0,678
15.0,5.0,679
15.0,5.0,680
15.0,5.0,681
15.0,5.0,682
15.0,5.0,683
15.0,5.0,684
15.0,5.0,685
15.0,5.0,686
15.0,5.0,687
15.0,5.0,688
15.0,5.0,689
15.0,5.0,690
15.0,5.0,691
15.0,5.0,692
15.0,5.0,693
15.0,5.0,694
15.0,5.0,695
15.0,5.0,696
15.0,5.0,697
15.0,5.0,698
15.0,5.0,699
15.0,5.0,700
15.0,5.0,701
15.0,5.0,702
15.0,5.0,703
15.0,5.0,704
15.0,5.0,705
15.0,5.0,706
15.0,5.0,707
15.0,5.0,708
15.0,5.0,709
15.0,5.0,710
15.0,5.0,711
15.0,5.0,712
15.0,5.0,713
15.0,5.0,714
15.0,5.0,715
15.0,5.0,716
15.0,5.0,717
15.0,5.0,718
15.0,5.0,719
15.0,5.0,720
15.0,5.0,721
15.0,5.0,722
15.0,5.0,723
15.0,5.0,724
15.0,5.0,725
15.0,5.0,726
15.0,5.0,727
15.0,5.0,728
15.0,5.0,729
15.0,5.0,730
15.0,5.0,731
15.0,5.0,732
15.0,5.0,733
15.0,5.0,734
15.0,5.0,735
15.0,5.0,736
15.0,5.0,737
15.0,5.0,738
15.0,5.0,739
15.0,5.0,740
15.0,5.0,741
15.0,5.0,742
15.0,5.0,743
15.0,5.0,744
15.0,5.0,745
15.0,5.0,746
15.0,5.0,747
15.0,5.0,748
15.0,5.0,749
15.0,5.0,750
15.0,5.0,751
15.0,5.0,752
15.0,5.0,753
15.0,5.0,754
15.0,5.0,755
15.0,5.0,756
15.0,5.0,757
15.0,5.0,758
15.0,5.0,759
15.0,5.0,760
15.0,5.0,761
15.0,5.0,762
15.0,5.0,763
15.0,5.0,764
15.0,5.0,765
15.0,5.0,766
15.0,5.0,767
15.0,5.0,768
15.0,5.0,769
15.0,5.0,770
15.0,5.0,771
15.0,5.0,772
15.0,5.0,773
15.0,5.0,774
15.0,5.0,775
15.0,5.0,776
15.0,5.0,777
15.0,5.0,778
15.0,5.0,779
15.0,5.0,780
15.0,5.0,781
15.0,5.0,782
15.0,5.0,783
15.0,5.0,784
15.0,5.0,785
15.0,5.0,786
15.0,5.0,787
15.0,5.0,788
15.0,5.0,789
15.0,5.0,790
15.0,5.0,791
15.0,5.0,792
15.0,5.0,793
15.0,5.0,794
15.0,5.0,795
15.0,5.0,796
15.0,5.0,797
15.0,5.0,798
15.0,5.0,799
15.0,5.0,800
15.0,5.0,801
15.0,5.0,802
15.0,5.0,803
15.0,5.0,804
15.0,5.0,805
15.0,5.0,806
15.0,5.0,807
15.0,5.0,808
15.0,5.0,809
15.0,5.0,810
15.0,5.0,811
15.0,5.0,812
15.0,5.0,813
15.0,5.0,814
15.0,5.0,815
15.0,5.0,816
15.0,5.0,817
15.0,5.0,818
15.0,5.0,819
15.0,5.0,820
15.0,5.0,821
15.0,5.0,822
15.0,5.0,823
15.0,5.0,824
15.0,5.0,825
15.0,5.0,826
15.0,5.0,827
15.0,5.0,828
15.0,5.0,829
15.0,5.0,830
15.0,5.0,831
15.0,5.0,832
15.0,5.0,833
15.0,5.0,834
15.0,5.0,835
15.0,5.0,836
15.0,5.0,837
15.0,5.0,838
15.0,5.0,839
15.0,5.0,840
15.0,5.0,841
15.0,5.0,842
15.0,5.0,843
15.0,5.0,844
15.0,5.0,845
15.0,5.0,846
15.0,5.0,847
15.0,5.0,848
15.0,5.0,849
15.0,5.0,850
15.0,5.0,851
15.0,5.0,852
15.0,5.0,853
15.0,5.0,854
15.0,5.0,855
15.0,5.0,856
15.0,5.0,857
15.0,5.0,858
15.0,5.0,859
15.0,5.0,860
15.0,5.0,861
15.0,5.0,862
15.0,5.0,863
15.0,5.0,864
15.0,5.0,865
15.0,5.0,866
15.0,5.0,867
15.0,5.0,868
15.0,5.0,869
15.0,5.0,870
15.0,5.0,871
15.0,5.0,872
15.0,5.0,873
15.0,5.0,874
15.0,5.0,875
15.0,5.0,876
15.0,5.0,877
15.0,5.0,878
15.0,5.0,879
15.0,5.0,880
15.0,5.0,881
15.0,5.0,882
15.0,5.0,883
15.0,5.0,884
15.0,5.0,885
15.0,5.0,886
15.0,5.0,887
15.0,5.0,888
15.0,5.0,889
15.0,5.0,890
15.0,5.0,891
15.0,5.0,892
15.0,5.0,893
15.0,5.0,894
15.0,5.0,895
15.0,5.0,896
15.0,5.0,897
15.0,5.0,898
15.0,5.0,899
15.0,5.0,900
15.0,5.0,901
15.0,5.0,902
15.0,5.0,903
15.0,5.0,904
15.0,5.0,905
15.0,5.0,906
15.0,5.0,907
15.0,5.0,908
15.0,5.0,909
15.0,5.0,910
15.0,5.0,911
15.0,5.0,912
15.0,5.0,913
15.0,5.0,914
15.0,5.0,915
15.0,5.0,916
15.0,5.0,917
15.0,5.0,918
15.0,5.0,919
15.0,5.0,920
15.0,5.0,921
15.0,5.0,922
15.0,5.0,923
15.0,5.0,924
15.0,5.0,925
15.0,5.0,926
15.0,5.0,927
15.0,5.0,928
15.0,5.0,929
15.0,5.0,930
15.0,5.0,931
15.0,5.0,932
15.0,5.0,933
15.0,5.0,934
15.0,5.0,935
15.0,5.0,936
15.0,5.0,937
15.0,5.0,938
15.0,5.0,939
15.0,5.0,940
15.0,5.0,941
15.0,5.0,942
15.0,5.0,943
15.0,5.0,944
15.0,5.0,945
15.0,5.0,946
15.0,5.0,947
15.0,5.0,948
15.0,5.0,949
15.0,5.0,950
15.0,5.0,951
15.0,5.0,952
15.0,5.0,953
15.0,5.0,954
15.0,5.0,955
15.0,5.0,956
15.0,5.0,957
15.0,5.0,958
15.0,5.0,959
15.0,5.0,960
15.0,5.0,961
15.0,5.0,962
15.0,5.0,963
15.0,5.0,964
15.0,5.0,965
15.0,5.0,966
15.0,5.0,967
15.0,5.0,968
15.0,5.0,969
15.0,5.0,970
15.0,5.0,971
15.0,5.0,972
15.0,5.0,973
15.0,5.0,974
15.0,5.0,975
15.0,5.0,976
15.0,5.0,977
15.0,5.0,978
15.0,5.0,979
15.0,5.0,980
15.0,5.0,981
15.0,5.0,982
15.0,5.0,983
15.0,5.0,984
15.0,5.0,985
15.0,5.0,986
15.0,5.0,987
15.0,5.0,988
15.0,5.0,989
15.0,5.0,990
15.0,5.0,991
15.0,5.0,992
15.0,5.0,993
15.0,5.0,994
15.0,5.0,995
15.0,5.0,996
15.0,5.0,997
15.0,5.0,998
15.0,5.0,999
15.0,5.0,1000
15.0,5.0,1001
15.0,5.0,1002
15.0,5.0,1003
15.0,5.0,1004
15.0,5.0,1005
15.0,5.0,1006
15.0,5.0,1007
15.0,5.0,1008
15.0,5.0,1009
15.0,5.0,1010
15.0,5.0,1011
15.0,5.0,1012
15.0,5.0,1013
15.0,5.0,1014
15.0,5.0,1015
15.0,5.0,1016
15.0,5.0,1017
15.0,5.0,1018
15.0,5.0,1019
15.0,5.0,1020
15.0,5.0,1021
15.0,5.0,1022
15.0,5.0,1023
15.0,5.0,1024
15.0,5.0,1025
15.0,5.0,1026
15.0,5.0,1027
15.0,5.0,1028
15.0,5.0,1029
15.0,5.0,1030
15.0,5.0,1031
15.0,5.0,1032
15.0,5.0,1033
15.0,5.0,1034
15.0,5.0,1035
15.0,5.0,1036
15.0,5.0,1037
15.0,5.0,1038
15.0,5.0,1039
15.0,5.0,1040
15.0,5.0,1041
15.0,5.0,1042
15.0,5.0,1043
15.0,5.0,1044
15.0,5.0,1045
15.0,5.0,1046
15.0,5.0,1047
15.0,5.0,1048
15.0,5.0,1049
15.0,5.0,1050
15.0,5.0,1051
15.0,5.0,1052
15.0,5.0,1053
15.0,5.0,1054
15.0,5.0,1055
15.0,5.0,1056
15.0,5.0,1057
15.0,5.0,1058
15.0,5.0,1059
15.0,5.0,1060
15.0,5.0,1061
15.0,5.0,1062
15.0,5.0,1063
15.0,5.0,1064
15.0,5.0,1065
15.0,5.0,1066
15.0,5.0,1067
15.0,5.0,1068
15.0,5.0,1069
15.0,5.0,1070
15.0,5.0,1071
15.0,5.0,1072
15.0,5.0,1073
15.0,5.0,1074
15.0,5.0,1075
15.0,5.0,1076
15.0,5.0,1077
15.0,5.0,1078
15.0,5.0,1079
15.0,5.0,1080
15.0,5.0,1081
15.0,5.0,1082
15.0,5.0,1083
15.0,5.0,1084
15.0,5.0,1085
15.0,5.0,1086
15.0,5.0,1087
15.0,5.0,1088
15.0,5.0,1089
15.0,5.0,1090
15.0,5.0,1091
15.0,5.0,1092
15.0,5.0,1093
15.0,5.0,1094
15.0,5.0,1095
15.0,5.0,1096
15.0,5.0,1097
15.0,5.0,1098
15.0,5.0,1099
15.0,5.0,1100
15.0,5.0,1101
15.0,5.0,1102
15.0,5.0,1103
15.0,5.0,1104
15.0,5.0,1105
15.0,5.0,1106
15.0,5.0,1107
15.0,5.0,1108
15.0,5.0,1109
15.0,5.0,1110
15.0,5.0,1111
15.0,5.0,1112
15.0,5.0,1113
15.0,5.0,1114
15.0,5.0,1115
15.0,5.0,1116
15.0,5.0,1117
15.0,5.0,1118
15.0,5.0,1119
15.0,5.0,1120
15.0,5.0,1121
15.0,5.0,1122
15.0,5.0,1123
15.0,5.0,1124
15.0,5.0,1125
15.0,5.0,1126
15.0,5.0,1127
15.0,5.0,1128
15.0,5.0,1129
15.0,5.0,1130
15.0,5.0,1131
15.0,5.0,1132
15.0,5.0,1133
15.0,5.0,1134
15.0,5.0,1135
15.0,5.0,1136
15.0,5.0,1137
15.0,5.0,1138
15.0,5.0,1139
15.0,5.0,1140
15.0,5.0,1141
15.0,5.0,1142
15.0,5.0,1143
15.0,5.0,1144
15.0,5.0,1145
15.0,5.0,1146
15.0,5.0,1147
15.0,5.0,1148
15.0,5.0,1149
15.0,5.0,1150
15.0,5.0,1151
15.0,5.0,1152
15.0,5.0,1153
15.0,5.0,1154
15.0,5.0,1155
15.0,5.0,1156
15.0,5.0,1157
15.0,5.0,1158
15.0,5.0,1159
15.0,5.0,1160
15.0,5.0,1161
15.0,5.0,1162
15.0,5.0,1163
15.0,5.0,1164
15.0,5.0,1165
15.0,5.0,1166
15.0,5.0,1167
15.0,5.0,1168
15.0,5.0,1169
15.0,5.0,1170
15.0,5.0,1171
15.0,5.0,1172
15.0,5.0,1173
15.0,5.0,1174
15.0,5.0,1175
15.0,5.0,1176
15.0,5.0,1177
15.0,5.0,1178
15.0,5.0,1179
15.0,5.0,1180
15.0,5.0,1181
15.0,5.0,1182
15.0,5.0,1183
15.0,5.0,1184
15.0,5.0,1185
15.0,5.0,1186
15.0,5.0,1187
15.0,5.0,1188
15.0,5.0,1189
15.0,5.0,1190
15.0,5.0,1191
15.0,5.0,1192
15.0,5.0,1193
15.0,5.0,1194
15.0,5.0,1195
15.0,5.0,1196
15.0,5.0,1197
15.0,5.0,1198
15.0,5.0,1199
15.0,5.0,1200
15.0,5.0,1201
15.0,5.0,1202
15.0,5.0,1203
15.0,5.0,1204
15.0,5.0,1205
15.0,5.0,1206
15.0,5.0,1207
15.0,5.0,1208
15.0,5.0,1209
15.0,5.0,1210
15.0,5.0,1211
15.0,5.0,1212
15.0,5.0,1213
15.0,5.0,1214
15.0,5.0,1215
15.0,5.0,1216
15.0,5.0,1217
15.0,5.0,1218
15.0,5.0,1219
15.0,5.0,1220
15.0,5.0,1221
15.0,5.0,1222
15.0,5.0,1223
15.0,5.0,1224
15.0,5.0,1225
15.0,5.0,1226
15.0,5.0,1227
15.0,5.0,1228
15.0,5.0,1229
15.0,5.0,1230
15.0,5.0,1231
15.0,5.0,1232
15.0,5.0,1233
15.0,5.0,1234
15.0,5.0,1235
15.0,5.0,1236
15.0,5.0,1237
15.0,5.0,1238
15.0,5.0,1239
15.0,5.0,1240
15.0,5.0,1241
15.0,5.0,1242
15.0,5.0,1243
15.0,5.0,1244
15.0,5.0,1245
15.0,5.0,1246
15.0,5.0,1247
15.0,5.0,1248
15.0,5.0,1249
15.0,5.0,1250
15.0,5.0,1251
15.0,5.0,1252
15.0,5.0,1253
15.0,5.0,1254
15.0,5.0,1255
15.0,5.0,1256
15.0,5.0,1257
15.0,5.0,1258
15.0,5.0,1259
15.0,5.0,1260
15.0,5.0,1261
15.0,5.0,1262
15.0,5.0,1263
15.0,5.0,1264
15.0,5.0,1265
15.0,5.0,1266
15.0,5.0,1267
15.0,5.0,1268
15.0,5.0,1269
15.0,5.0,1270
15.0,5.0,1271
15.0,5.0,1272
15.0,5.0,1273
15.0,5.0,1274
15.0,5.0,1275
15.0,5.0,1276
15.0,5.0,1277
15.0,5.0,1278
15.0,5.0,1279
15.0,5.0,1280
15.0,5.0,1281
15.0,5.0,1282
15.0,5.0,1283
15.0,5.0,1284
15.0,5.0,1285
15.0,5.0,1286
15.0,5.0,1287
15.0,5.0,1288
15.0,5.0,1289
15.0,5.0,1290
15.0,5.0,1291
15.0,5.0,1292
15.0,5.0,1293
15.0,5.0,1294
15.0,5.0,1295
15.0,5.0,1296
15.0,5.0,1297
15.0,5.0,1298
15.0,5.0,1299
15.0,5.0,1300
15.0,5.0,1301
15.0,5.0,1302
15.0,5.0,1303
15.0,5.0,1304
15.0,5.0,1305
15.0,5.0,1306
15.0,5.0,1307
15.0,5.0,1308
15.0,5.0,1309
15.0,5.0,1310
15.0,5.0,1311
15.0,5.0,1312
15.0,5.0,1313
15.0,5.0,1314
15.0,5.0,1315
15.0,5.0,1316
15.0,5.0,1317
15.0,5.0,1318
15.0,5.0,1319
15.0,5.0,1320
15.0,5.0,1321
15.0,5.0,1322
15.0,5.0,1323
15.0,5.0,1324
15.0,5.0,1325
15.0,5.0,1326
15.0,5.0,1327
15.0,5.0,1328
15.0,5.0,1329
15.0,5.0,1330
15.0,5.0,1331
15.0,5.0,1332
15.0,5.0,1333
15.0,5.0,1334
15.0,5.0,1335
15.0,5.0,1336
15.0,5.0,1337
15.0,5.0,1338
15.0,5.0,1339
15.0,5.0,1340
15.0,5.0,1341
15.0,5.0,1342
15.0,5.0,1343
15.0,5.0,1344
15.0,5.0,1345
15.0,5.0,1346
15.0,5.0,1347
15.0,5.0,1348
15.0,5.0,1349
15.0,5.0,1350
15.0,5.0,1351
15.0,5.0,1352
15.0,5.0,1353
15.0,5.0,1354
15.0,5.0,1355
15.0,5.0,1356
15.0,5.0,1357
15.0,5.0,1358
15.0,5.0,1359
15.0,5.0,1360
15.0,5.0,1361
